Patron #,Total All Revenue,Most Recent Donation Date,Total Donations,Total Ticket Revenue,Total Tickets,2002 Qty,2002 Total Cost,2003 Qty,2003 Total Cost,2004 Qty,2004 Total Cost,2005 Qty,2005 Total Cost,2006 Qty,2006 Total Cost,2007 Qty,2007 Total Cost,2008 Qty,2008 Total Cost,2009 Qty,2009 Total Cost,2010 Qty,2010 Total Cost,2011 Qty,2011 Total Cost,2012 Qty,2012 Total Cost,2013 Qty,2013 Total Cost,2014 Qty,2014 Total Cost,2015 Qty,2015 Total Cost,2004 Donation,2005 Donation,2006 Donation,2007 Donation,2008 Donation,2009 Donation,2010 Donation,2011 Donation,2012 Donation,2013 Donation,2014 Donation,2015 Donation
29100,1549.00,,0.00,1549.00,51,0,0,0,0,0,0,0,0,4,90,11,309,8,316,2,50,0,0,2,100,0,0,10,337,0,0,14,347,0,0,0,0,0,0,0,0,0,0,0,0
29104,27.67,,0.00,27.67,3,0,0,0,0,0,0,3,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29105,105.00,,0.00,105.00,3,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29106,663.00,,0.00,663.00,19,0,0,0,0,4,94,0,0,0,0,4,160,2,0,7,289,0,0,0,0,0,0,0,0,0,0,2,120,0,0,0,0,0,0,0,0,0,0,0,0
29108,72.00,,0.00,72.00,2,0,0,0,0,0,0,0,0,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29110,0.00,,0.00,0.00,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29111,351.00,,0.00,351.00,9,0,0,0,0,0,0,0,0,2,76,2,80,2,78,2,92,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29112,974.83,,0.00,974.83,43,0,0,3,105,2,70,0,0,6,138.33,5,150.5,5,170,0,0,1,0,2,0,3,46,7,90,5,205,4,0,0,0,0,0,0,0,0,0,0,0,0,0
29113,1490.80,,0.00,1490.80,46,0,0,4,0,0,0,12,470,8,302,0,0,0,0,2,80,8,262.8,0,0,0,0,8,228,0,0,4,148,0,0,0,0,0,0,0,0,0,0,0,0
29121,477.00,,0.00,477.00,23,5,67,2,46,4,64,8,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29123,270.00,,0.00,270.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29124,1295.50,,0.00,1295.50,43,4,82,9,285,0,0,4,82,3,69,2,78,2,39,2,80,2,84,0,0,3,106,5,128,6,246,1,16.5,0,0,0,0,0,0,0,0,0,0,0,0
29125,696.66,,0.00,696.66,20,0,0,0,0,3,99.33,4,60,4,140,3,112.33,3,138,0,0,0,0,0,0,3,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29126,546.00,,0.00,546.00,30,27,546,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29129,0.00,,0.00,0.00,18,2,0,2,0,0,0,2,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29131,372.00,,0.00,372.00,9,0,0,0,0,2,66,0,0,0,0,0,0,2,92,3,130,0,0,0,0,0,0,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29132,176.00,,0.00,176.00,5,2,70,0,0,1,30,0,0,2,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29133,172.00,,0.00,172.00,4,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29137,172.00,,0.00,172.00,4,0,0,0,0,0,0,0,0,0,0,0,0,2,80,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29138,738.00,,0.00,738.00,20,4,117,0,0,4,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,228,5,267,0,0,0,0,0,0,0,0,0,0,0,0
29141,224.00,,0.00,224.00,6,0,0,0,0,0,0,0,0,0,0,2,84,0,0,0,0,4,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29144,238.00,,0.00,238.00,6,0,0,0,0,0,0,0,0,0,0,4,154,0,0,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29145,474.00,,0.00,474.00,12,0,0,0,0,0,0,0,0,0,0,2,54,2,92,2,74,0,0,0,0,2,98,2,68,0,0,2,88,0,0,0,0,0,0,0,0,0,0,0,0
29146,946.00,,0.00,946.00,33,0,0,4,28,4,36,0,0,0,0,2,64,0,0,4,114,0,0,4,188,0,0,6,180,9,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29147,79.00,,0.00,79.00,2,0,0,0,0,0,0,0,0,0,0,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29148,96.00,,0.00,96.00,4,0,0,0,0,0,0,0,0,0,0,2,78,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29149,60.00,,0.00,60.00,2,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29150,179.34,,0.00,179.34,8,0,0,0,0,2,60,3,86.67,3,32.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29151,552.00,,0.00,552.00,12,4,0,0,0,0,0,4,256,4,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29153,0.00,,0.00,0.00,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29155,82.00,,0.00,82.00,2,0,0,0,0,0,0,0,0,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29158,164.00,,0.00,164.00,4,0,0,0,0,0,0,0,0,4,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29161,66.00,,0.00,66.00,2,0,0,0,0,0,0,0,0,0,0,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29164,0.00,,0.00,0.00,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29165,114.50,,0.00,114.50,12,0,0,0,0,0,0,6,54.5,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29166,3091.40,,0.00,3091.40,75,0,0,0,0,0,0,0,0,0,0,5,198.4,6,276,12,504,8,340,8,320,7,301,10,388,7,299,12,465,0,0,0,0,0,0,0,0,0,0,0,0
29167,369.00,,0.00,369.00,9,0,0,0,0,0,0,0,0,0,0,2,84,3,117,0,0,0,0,0,0,0,0,0,0,4,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29168,176.00,,0.00,176.00,4,0,0,0,0,0,0,0,0,0,0,2,82,0,0,0,0,0,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29171,60.00,,0.00,60.00,2,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29172,648.01,,0.00,648.01,88,0,0,0,0,88,648.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29173,63.80,,0.00,63.80,5,0,0,0,0,0,0,0,0,0,0,5,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29174,466.00,,0.00,466.00,12,0,0,0,0,0,0,0,0,0,0,4,150,8,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29180,464.67,,0.00,464.67,19,0,0,0,0,9,342,0,0,2,22,3,37.67,0,0,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29189,18.00,,0.00,18.00,2,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29191,59.00,,0.00,59.00,2,0,0,0,0,0,0,0,0,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29193,37.00,,0.00,37.00,3,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29194,2870.20,12/18/2013,60.00,2810.20,90,0,0,0,0,0,0,0,0,0,0,8,192,8,220,12,343,8,260,10,382,8,268,12,364,14,456,10,325.2,0,0,0,0,0,0,0,0,0,0,30,30
29195,134.67,,0.00,134.67,11,0,0,0,0,0,0,3,27.67,4,43,0,0,0,0,0,0,0,0,0,0,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29196,151.11,,0.00,151.11,13,0,0,0,0,0,0,0,0,9,93.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,0
29197,84.00,,0.00,84.00,4,0,0,0,0,0,0,0,0,4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29198,127.00,,0.00,127.00,4,0,0,0,0,0,0,0,0,0,0,2,54,2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29201,638.00,,0.00,638.00,17,0,0,0,0,0,0,0,0,2,54,6,222,6,230,0,0,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29202,75.00,,0.00,75.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29203,0.00,,0.00,0.00,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29204,27.00,,0.00,27.00,3,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29205,192.00,,0.00,192.00,2,0,0,0,0,0,0,2,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29206,342.00,,0.00,342.00,40,0,0,0,0,0,0,0,0,40,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29208,254.00,,0.00,254.00,6,0,0,0,0,0,0,0,0,0,0,2,85,2,78,0,0,0,0,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29214,52.00,,0.00,52.00,2,0,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29215,58.00,,0.00,58.00,2,0,0,0,0,0,0,0,0,0,0,2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29216,424.00,,0.00,424.00,11,0,0,0,0,0,0,0,0,1,44,4,152,4,142,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29223,50.00,,0.00,50.00,4,0,0,0,0,0,0,0,0,0,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29224,802.67,,0.00,802.67,19,0,0,0,0,0,0,0,0,3,104.67,0,0,6,251,0,0,6,258,2,87,0,0,0,0,0,0,2,102,0,0,0,0,0,0,0,0,0,0,0,0
29225,337.34,,0.00,337.34,26,0,0,0,0,0,0,2,18.5,2,20,3,38.34,2,24,3,41,0,0,6,74,2,28,3,44,3,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29226,643.00,,0.00,643.00,16,0,0,0,0,3,87.33,0,0,3,125.67,2,75,2,76,3,138,3,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29227,173.40,,0.00,173.40,5,0,0,0,0,0,0,0,0,0,0,5,173.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29232,242.00,,0.00,242.00,8,0,0,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0,0,4,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29233,230.00,,0.00,230.00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,90,0,0,2,70,4,70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29234,85.28,,0.00,85.28,7,0,0,0,0,0,0,0,0,0,0,7,85.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29236,2894.00,3/5/2014,700.00,2194.00,52,0,0,0,0,0,0,0,0,0,0,4,174,6,240,6,252,4,170,6,264,6,252,6,234,8,332,6,276,0,0,0,0,0,100,100,100,100,100,100,100
29238,276.00,,0.00,276.00,8,0,0,0,0,0,0,0,0,4,159,0,0,2,20,0,0,0,0,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29240,266.00,,0.00,266.00,10,4,100,0,0,0,0,2,74,0,0,0,0,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29241,555.00,,0.00,555.00,13,0,0,0,0,0,0,0,0,2,72,2,69,4,168,0,0,0,0,2,102,0,0,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29243,70.00,,0.00,70.00,2,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29245,0.00,,0.00,0.00,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29247,76.00,,0.00,76.00,2,0,0,0,0,0,0,0,0,2,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29249,141.00,,0.00,141.00,19,2,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29250,160.67,,0.00,160.67,13,0,0,0,0,0,0,0,0,0,0,3,37.67,3,35,4,48,0,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29251,330.00,,0.00,330.00,10,0,0,0,0,0,0,4,138,6,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29252,262.29,,0.00,262.29,12,0,0,0,0,0,0,5,190,7,72.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29254,69.33,,0.00,69.33,7,0,0,0,0,0,0,3,27.33,0,0,0,0,2,24,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29255,36.50,,0.00,36.50,4,0,0,0,0,0,0,4,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29256,37.67,,0.00,37.67,3,0,0,0,0,0,0,0,0,0,0,3,37.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29258,1080.00,,0.00,1080.00,32,0,0,0,0,0,0,0,0,0,0,2,64,15,433,2,92,6,148,2,94,0,0,0,0,0,0,5,249,0,0,0,0,0,0,0,0,0,0,0,0
29259,1297.00,4/8/2008,20.00,1277.00,61,2,0,8,0,0,0,14,318,13,297,6,296,14,366,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
29260,292.00,,0.00,292.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,126,0,0,0,0,0,0,0,0,0,0,3,166,0,0,0,0,0,0,0,0,0,0,0,0
29262,253.00,2/7/2008,20.00,233.00,6,0,0,0,0,0,0,0,0,0,0,2,75,4,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
29263,1169.00,,0.00,1169.00,17,0,0,0,0,0,0,0,0,8,560,9,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29268,41.00,,0.00,41.00,1,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29269,351.00,,0.00,351.00,18,0,0,0,0,4,100,0,0,2,76,4,88,4,0,0,0,0,0,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29271,331.00,,0.00,331.00,9,0,0,0,0,0,0,0,0,0,0,4,94,0,0,0,0,3,141,0,0,0,0,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29272,72.00,,0.00,72.00,4,0,0,0,0,0,0,0,0,2,72,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29273,82.00,,0.00,82.00,2,0,0,0,0,0,0,0,0,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29274,382.67,,0.00,382.67,24,0,0,0,0,3,114,4,84.5,2,20.5,3,37.67,4,30,4,48,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29275,758.00,,0.00,758.00,33,2,70,0,0,4,18,4,36.5,6,122.5,2,84,3,35,3,27,6,226,0,0,0,0,0,0,0,0,3,139,0,0,0,0,0,0,0,0,0,0,0,0
29280,140.67,,0.00,140.67,14,0,0,0,0,0,0,2,18,6,60,3,35.67,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29282,70.00,,0.00,70.00,4,0,0,0,0,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29283,5210.00,12/20/2013,1775.00,3435.00,130,8,180,4,92,8,160,8,160,8,196,8,192,8,220,9,311,8,276,12,370,11,348,11,329,11,315,16,286,150,150,225,225,225,100,100,50,100,100,100,250
29285,126.00,,0.00,126.00,4,0,0,0,0,4,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29286,72.00,,0.00,72.00,2,0,0,0,0,0,0,0,0,0,0,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29287,126.00,,0.00,126.00,4,0,0,0,0,4,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29288,62.83,,0.00,62.83,8,2,7.5,0,0,6,55.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29289,1673.00,,0.00,1673.00,40,0,0,0,0,0,0,0,0,4,144,4,152,4,170,6,246,6,258,2,93,6,234,2,90,2,94,4,192,0,0,0,0,0,0,0,0,0,0,0,0
29292,37.00,,0.00,37.00,2,0,0,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29295,37.00,,0.00,37.00,2,0,0,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29296,397.00,,0.00,397.00,11,0,0,0,0,0,0,0,0,0,0,2,82,0,0,0,0,2,0,0,0,0,0,0,0,2,60,5,255,0,0,0,0,0,0,0,0,0,0,0,0
29298,307.50,,0.00,307.50,17,0,0,2,52,0,0,0,0,0,0,6,110,2,64,4,52,0,0,0,0,0,0,0,0,3,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29303,56.50,,0.00,56.50,6,0,0,0,0,0,0,2,16,4,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29307,85.20,,0.00,85.20,10,0,0,0,0,5,45.2,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29309,253.00,,0.00,253.00,16,0,0,0,0,4,66,0,0,3,27,3,30,2,86,0,0,0,0,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29310,176.00,,0.00,176.00,8,0,0,0,0,8,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29311,37.00,,0.00,37.00,2,0,0,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29315,317.00,5/22/2009,2.00,315.00,15,0,0,0,0,2,37,0,0,0,0,0,0,0,0,4,56,0,0,0,0,2,110,2,50,0,0,5,62,0,0,0,0,0,2,0,0,0,0,0,0
29316,50.00,,0.00,50.00,5,0,0,0,0,0,0,0,0,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29317,34.26,,0.00,34.26,6,0,0,0,0,4,14.26,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29318,134.50,,0.00,134.50,6,0,0,0,0,0,0,2,18.5,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96,0,0,0,0,0,0,0,0,0,0,0,0
29321,1806.40,,0.00,1806.40,50,0,0,4,140,0,0,10,574,5,180,8,187.4,11,346,6,153,6,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29322,63.33,,0.00,63.33,6,0,0,0,0,0,0,0,0,6,63.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29325,423.34,,0.00,423.34,18,0,0,0,0,0,0,0,0,2,65,3,38.34,3,37,3,41,5,140,2,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29328,131.00,,0.00,131.00,4,2,60,0,0,0,0,0,0,2,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29329,861.00,,0.00,861.00,21,0,0,0,0,0,0,0,0,4,90,0,0,0,0,4,190,4,100,0,0,2,110,3,143,0,0,4,228,0,0,0,0,0,0,0,0,0,0,0,0
29330,49.00,,0.00,49.00,4,0,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29331,60.00,,0.00,60.00,2,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29334,137.00,,0.00,137.00,13,0,0,8,0,0,0,2,52,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29336,221.86,,0.00,221.86,23,0,0,0,0,6,56,5,45,7,72.86,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29338,50.60,,0.00,50.60,5,0,0,0,0,0,0,0,0,5,50.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29343,152.00,,0.00,152.00,4,0,0,0,0,0,0,0,0,4,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29344,1412.00,,0.00,1412.00,40,0,0,0,0,4,114,2,64,6,198,8,264,8,292,4,164,8,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29346,38.34,,0.00,38.34,3,0,0,0,0,0,0,0,0,0,0,3,38.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29348,913.50,5/20/2009,1.00,912.50,49,0,0,0,0,0,0,0,0,0,0,0,0,4,48,4,52,4,52,4,52,7,92,11,235,13,287.5,2,94,0,0,0,0,0,1,0,0,0,0,0,0
29350,1623.80,,0.00,1623.80,106,8,0,14,50,18,800,17,175,16,256,10,224,0,0,0,0,0,0,0,0,0,0,6,0,10,0,7,118.8,0,0,0,0,0,0,0,0,0,0,0,0
29352,0.00,,0.00,0.00,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29353,50.00,,0.00,50.00,2,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29354,36.50,,0.00,36.50,4,0,0,0,0,0,0,4,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29356,98.00,,0.00,98.00,3,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29357,76.50,,0.00,76.50,8,0,0,0,0,0,0,4,36.5,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29358,173.90,,0.00,173.90,13,0,0,0,0,2,52,0,0,6,60.5,5,61.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
